year,month,month_name,station_id,station_name,network_name,state_code,PM2.5,PM10,O3,NO2,NOx,CO
2014.0,7.0,Julio,146,Apodaca,Monterrey,19.0,26.69945187662579,62.603181871023644,0.0224285714285714,0.018490641469038175,,0.6480827067669173
2014.0,7.0,Julio,147,Juárez,Monterrey,19.0,15.052631578947368,43.453102453102446,0.038375,0.010291729323308229,,1.0035714285714286
2014.0,7.0,Julio,148,San Pedro,Monterrey,19.0,26.449995099117906,61.880793226381456,0.026807539682539627,0.01131450534759353,,1.0529583333333332
2014.0,7.0,Julio,160,CEDART,Oaxaca,20.0,10.835225792444637,32.54092940687402,0.019325128757935028,0.014462318840579658,0.029827536231884017,0.7801366930171277
2014.0,7.0,Julio,161,Agua Santa,Puebla,21.0,20.00212842712843,37.281400966183575,0.014628458498023663,,,1.9384733201581028
2014.0,7.0,Julio,162,Las Ninfas,Puebla,21.0,,49.72222222222222,0.0225416666666666,,,
2014.0,7.0,Julio,163,Benemérito Instituto Normal del Estado,Puebla,0.0,17.427083333333336,37.6875,0.010477972661396537,0.015045742753623137,,2.033310688405797
2014.0,7.0,Julio,234,Tecnológico,Minatitlán,30.0,19.403876811594202,149.44097222222223,0.022495743639433876,0.008640525362318775,0.022035283816425073,0.5305434782608697
2014.0,7.0,Julio,244,Camarones,Valle de México,9.0,27.277511961722485,48.33243187018931,0.018772858391608336,0.03656485528360526,,0.8358911227661228
2014.0,7.0,Julio,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,13.885416666666666,,0.028119696969696916,0.02359318181818176,,0.6125757575757576
2014.0,7.0,Julio,251,Hospital General de México,Valle de México,9.0,23.637926887926888,42.799194324194325,0.01874548661673943,0.03626947420428537,,0.8838182825310973
2014.0,7.0,Julio,256,Merced,Valle de México,9.0,23.009766624040918,48.09854539641944,0.019403885657370116,0.038136598908337996,,1.1034531171622914
2014.0,7.0,Julio,258,Nezahualcóyotl,Valle de México,15.0,17.558876811594203,,0.02752874595759969,0.027885944424481925,,0.7450977162933685
2014.0,7.0,Julio,260,San Agustín,Valle de México,15.0,22.572046552481336,47.16115032310685,0.02417425525725918,0.025128477747548852,,0.5545454545454546
2014.0,7.0,Julio,262,Santa Fe,Valle de México,9.0,19.001997328356023,36.09935587761675,0.02541105150887757,0.025774573697342536,,0.5950592885375494
2014.0,7.0,Julio,266,Tlalnepantla,Valle de México,15.0,24.263151703369093,52.577404479578384,0.020566830448981426,0.03471209463051566,,1.0026697900053163
2014.0,7.0,Julio,268,UAM Iztapalapa,Valle de México,9.0,24.183564663470268,45.19188028949185,0.02557494588744584,0.029543527275864193,,0.7348665223665223
2014.0,7.0,Julio,269,UAM Xochimilco,Valle de México,9.0,16.886706741326307,,0.02720450920690152,0.025853446835738227,,0.6712802365762892
2014.0,7.0,Julio,271,Xalostoc,Valle de México,15.0,33.79201486918878,63.978547901373986,0.02326861001317519,0.030109519104084277,,1.0345483823744694
2014.0,7.0,Julio,388,Palacio Municipal,Morelia,0.0,,,0.01897697510822506,0.018420436507936466,,0.46221497584541066
2014.0,8.0,Agosto,53,SUR,Chihuahua,8.0,26.864425505050505,65.86812570145904,0.027655157493472665,0.015727137959482017,,1.6245410839160839
2014.0,8.0,Agosto,56,CONALEP,Torreón,5.0,16.250951086956523,65.81060606060606,0.0229420289855072,0.0126319444444444,,2.781845238095238
2014.0,8.0,Agosto,59,IPN,Durango,10.0,12.135780885780886,86.87722965440358,0.023749999999999955,0.011305729166666625,,1.7773809523809523
2014.0,8.0,Agosto,60,SRNyMA,Durango,10.0,13.04593088071349,51.99791666666667,0.025528472222222185,0.005967133406432725,,1.5406944444444444
2014.0,8.0,Agosto,68,Policía,Celaya,0.0,10.972532255533599,69.09655377302435,0.024100694444444418,,,0.27983571742267394
2014.0,8.0,Agosto,70,San Juanico,Celaya,0.0,18.58957588305414,72.40833333333335,0.027117588932806292,0.0033484274342806502,,0.560939347273477
2014.0,8.0,Agosto,72,Bomberos,Irapuato,0.0,16.117236698486696,32.07986111111111,0.015056547619047575,0.006583090178282867,,0.486791203965117
2014.0,8.0,Agosto,73,Teódula,Irapuato,0.0,15.5201755521049,38.97131642512077,0.02277651515151511,0.012654356749311264,,0.9240277777777778
2014.0,8.0,Agosto,74,CICEG - Bomberos,León,0.0,,56.77926587301587,0.015815972222222172,0.015110956576635875,,0.5419977884434406
2014.0,8.0,Agosto,75,Facultad de Medicina,León,0.0,,60.27777777777778,0.021166666666666636,0.0082141849728525,,0.40220020444271537
2014.0,8.0,Agosto,77,Cruz roja,Salamanca,0.0,23.03682121728797,39.81565656565656,0.012305555555555509,0.0068130208333333,,0.3689362373737373
2014.0,8.0,Agosto,78,DIF,Salamanca,0.0,19.953248275594824,50.795138888888886,0.01793402777777772,0.0075096908098488645,,0.29501095583160797
2014.0,8.0,Agosto,82,Centro de Salud,Atitalaquia,13.0,24.310308974613687,190.173248226419,0.013060493764369999,,,
2014.0,8.0,Agosto,85,Hospital,Huichapan,13.0,7.094720496894411,23.339285714285715,0.03130119047619045,0.00735569105691055,0.0274060467479674,0.3075
2014.0,8.0,Agosto,93,Museo del Rehilete,Pachuca,13.0,,,0.02631857585688412,0.012896823925222211,,
2014.0,8.0,Agosto,102,Centro,Guadalajara,0.0,,35.62847222222222,0.018451388888888857,0.017437499999999957,,0.4410119047619047
2014.0,8.0,Agosto,103,Las Águilas,Guadalajara,0.0,,30.48611111111111,0.017746527777777733,0.01871874999999994,,0.7374999999999999
2014.0,8.0,Agosto,106,Miravalle,Guadalajara,0.0,,69.575,0.01597727272727269,0.02119318181818179,,0.9539772727272727
2014.0,8.0,Agosto,109,Tlaquepaque,Guadalajara,0.0,,49.74652777777777,0.016930555555555518,0.020739583333333284,,0.8749652777777778
2014.0,8.0,Agosto,123,Ceboruco,Toluca,0.0,27.89527338603426,51.79027777777778,0.02642638888888885,0.023750676406926356,,1.0373541666666666
2014.0,8.0,Agosto,125,Metepec,Toluca,0.0,28.936805555555555,49.33607456140351,0.019756375870506264,0.02432559288537545,,0.9869726107226107
2014.0,8.0,Agosto,126,Oxtotitlán,Toluca,0.0,28.666666666666668,48.89236111111111,0.024653409090909035,0.026437499999999965,0.05055253623188401,1.0537342171717172
2014.0,8.0,Agosto,128,San Mateo Atenco,Toluca,0.0,29.310661764705884,51.82674571805007,0.01928802636757177,0.028519444444444406,0.07360176767676764,0.8228030303030303
2014.0,8.0,Agosto,129,Universidad Michoacana de San Nicolás Hidalgo,Morelia,0.0,,30.955826545530496,0.020656728572353525,0.020657711906149383,0.03498319468725714,
2014.0,8.0,Agosto,134,Cuernavaca 01,Cuernavaca,17.0,,,0.0304223958333333,0.012884722222222185,,0.49520833333333336
2014.0,8.0,Agosto,139,Santa Catarina,Monterrey,19.0,32.648336433387584,94.70912384716733,0.02172953447518661,0.01376091374099043,,0.9212687198067634
2014.0,8.0,Agosto,140,San Bernabé,Monterrey,19.0,32.838893594328376,78.69444444444444,0.022416666666666637,0.012132987107921267,,0.9240624999999999
2014.0,8.0,Agosto,141,Obispado,Monterrey,19.0,19.288624781651098,65.87987012987013,0.0149775997553171,0.017232553299796352,,1.132405303030303
2014.0,8.0,Agosto,142,San Nicolás,Monterrey,19.0,29.5575225943647,78.7638888888889,0.019968599033816373,0.015088425925925877,,1.0463888888888888
2014.0,8.0,Agosto,143,La Pastora,Monterrey,19.0,24.605213819573088,55.81680939833114,0.021219353864734256,,,1.1137817028985508
2014.0,8.0,Agosto,145,García,Monterrey,19.0,,88.63455498306043,0.024069444444444407,,,
2014.0,8.0,Agosto,146,Apodaca,Monterrey,19.0,23.570361197110422,68.4751520712489,0.0235416666666666,0.020445975378787836,,0.7518607954545454
2014.0,8.0,Agosto,147,Juárez,Monterrey,19.0,30.727272727272727,54.46897965158834,0.0224347826086956,0.013852448240165599,,1.0032738095238094
2014.0,8.0,Agosto,148,San Pedro,Monterrey,19.0,21.10894281157439,57.285754281949934,0.022718340234644554,0.012899749999999979,,1.07
2014.0,8.0,Agosto,160,CEDART,Oaxaca,20.0,11.118982948301886,37.98086738163237,0.017641188347419425,0.015578881987577614,0.03210256950606327,0.7832632222849615
2014.0,8.0,Agosto,161,Agua Santa,Puebla,21.0,23.190151515151516,44.62680179120397,0.013766733266733227,,,2.0810581463990556
2014.0,8.0,Agosto,162,Las Ninfas,Puebla,21.0,,52.92708333333333,0.0287916666666666,,,
2014.0,8.0,Agosto,163,Benemérito Instituto Normal del Estado,Puebla,0.0,19.861865942028988,50.47517444981213,0.008799785292538866,0.0171236896529948,,1.9801122083293865
2014.0,8.0,Agosto,234,Tecnológico,Minatitlán,30.0,18.297685185185188,39.43560606060606,0.026173200757575725,0.008833810935441326,0.024199999999999975,0.5220833333333333
2014.0,8.0,Agosto,244,Camarones,Valle de México,9.0,24.252738095238094,46.991547619047616,0.01427380952380947,0.03220641945773521,,0.8437878787878788
2014.0,8.0,Agosto,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,11.692753623188405,,0.01988787878787874,0.024510087719298197,,0.6545454545454545
2014.0,8.0,Agosto,251,Hospital General de México,Valle de México,9.0,23.78125117635987,44.11032608695652,0.01600228139518753,0.03284797430830037,,0.910166091694982
2014.0,8.0,Agosto,256,Merced,Valle de México,9.0,24.13920101637493,51.46909232072276,0.017584273802094128,0.03179836820311643,,1.192994354823458
2014.0,8.0,Agosto,258,Nezahualcóyotl,Valle de México,15.0,17.0683465085639,,0.024049137621271956,0.026382695532399046,,0.7582400087834871
2014.0,8.0,Agosto,260,San Agustín,Valle de México,15.0,21.86414455110107,46.12706098249576,0.019454491083079565,0.024702225605335606,,0.6124999999999999
2014.0,8.0,Agosto,262,Santa Fe,Valle de México,9.0,15.284067505720826,31.266132723112126,0.02444202031759234,0.02239122392883831,,0.5510605193814576
2014.0,8.0,Agosto,266,Tlalnepantla,Valle de México,15.0,23.508328627893846,51.43162996423866,0.019207972844385843,0.030889208288417735,,0.9943301414768806
2014.0,8.0,Agosto,268,UAM Iztapalapa,Valle de México,9.0,23.392511162348118,45.10633783487044,0.022211174242424206,0.028751495215310962,,0.8413720538720538
2014.0,8.0,Agosto,269,UAM Xochimilco,Valle de México,9.0,17.217294450718363,,0.02296343873517783,0.024621212121212075,,0.673233695652174
2014.0,8.0,Agosto,271,Xalostoc,Valle de México,15.0,32.8435817805383,63.909213250517595,0.02060568181818178,0.029645431588613356,,1.0932064495065068
2014.0,8.0,Agosto,388,Palacio Municipal,Morelia,0.0,,,0.01905200857256775,0.019802033492822935,,0.4987577529682793
2014.0,9.0,Septiembre,53,SUR,Chihuahua,8.0,25.291893115942027,56.831723027375205,0.026449522397891927,0.014919010023201175,,1.5968055555555558
2014.0,9.0,Septiembre,56,CONALEP,Torreón,5.0,18.901740424430642,71.46047430830039,0.020587681159420248,0.013741919191919166,,2.9095238095238094
2014.0,9.0,Septiembre,59,IPN,Durango,10.0,12.428618421052633,97.76030037214248,0.02413208746503938,0.010930074816487815,,1.7879180602006688
2014.0,9.0,Septiembre,60,SRNyMA,Durango,10.0,14.264583333333334,58.381944444444436,0.02821874999999996,0.006089276871980634,,1.576736111111111
2014.0,9.0,Septiembre,68,Policía,Celaya,0.0,8.135057470833333,61.15972222222222,0.025843749999999967,,,0.22685753435796338
2014.0,9.0,Septiembre,70,San Juanico,Celaya,0.0,15.144927536231885,72.81521739130434,0.03058260869565211,0.003110562134502875,,0.35869819488366733
2014.0,9.0,Septiembre,72,Bomberos,Irapuato,0.0,19.108960831722978,33.48074494949495,0.020537878787878754,0.007764382825751217,,0.45620878096922146
2014.0,9.0,Septiembre,73,Teódula,Irapuato,0.0,17.480242643829598,38.615726363008974,0.02773484848484845,0.012416642054516418,,0.8644097222222222
2014.0,9.0,Septiembre,74,CICEG - Bomberos,León,0.0,,56.93366228070175,0.01602777777777776,0.013457415449787692,,0.523101157538114
2014.0,9.0,Septiembre,75,Facultad de Medicina,León,0.0,,58.31597222222222,0.02356249999999996,0.009274762557106901,,0.42870664151395377
2014.0,9.0,Septiembre,77,Cruz roja,Salamanca,0.0,23.160024154589376,38.81944444444444,0.014263888888888833,0.006773639794685958,,0.3773611111111111
2014.0,9.0,Septiembre,78,DIF,Salamanca,0.0,20.949974273855346,48.58617424242424,0.022260416666666616,0.00857856612425779,,0.29774014492478446
2014.0,9.0,Septiembre,82,Centro de Salud,Atitalaquia,13.0,23.78546816222558,161.4697180368352,0.014067361111111074,,,
2014.0,9.0,Septiembre,85,Hospital,Huichapan,13.0,5.858803986710964,17.574612403100776,0.0304365310077519,0.0049938516260161995,0.01984553571428565,0.206031492248062
2014.0,9.0,Septiembre,93,Museo del Rehilete,Pachuca,13.0,,,0.02968380288012638,0.01311638736263732,,
2014.0,9.0,Septiembre,102,Centro,Guadalajara,0.0,,37.270833333333336,0.021277777777777725,0.018027777777777733,,0.42654761904761906
2014.0,9.0,Septiembre,103,Las Águilas,Guadalajara,0.0,,31.03002450980392,0.021442606209150266,0.01955494281045749,,0.7168872549019607
2014.0,9.0,Septiembre,106,Miravalle,Guadalajara,0.0,,68.7,0.01952083333333331,0.020534722222222173,,0.9703819444444445
2014.0,9.0,Septiembre,109,Tlaquepaque,Guadalajara,0.0,,49.95138888888889,0.018888888888888858,0.021010416666666632,,0.9297569444444443
2014.0,9.0,Septiembre,123,Ceboruco,Toluca,0.0,27.188337176108917,50.2518115942029,0.027520078502415418,0.024444373993558727,,1.0576551932367149
2014.0,9.0,Septiembre,125,Metepec,Toluca,0.0,27.962719298245613,47.74652777777777,0.02118580542264749,0.024361519607843118,,0.9364709595959596
2014.0,9.0,Septiembre,126,Oxtotitlán,Toluca,0.0,24.20788043478261,46.158881124913734,0.02618055555555551,0.026263888888888837,0.04417499999999996,1.0521180555555556
2014.0,9.0,Septiembre,128,San Mateo Atenco,Toluca,0.0,30.746527777777775,53.290744400527004,0.020774305555555525,0.028814980158730116,0.07391125541125539,0.8367460317460318
2014.0,9.0,Septiembre,129,Universidad Michoacana de San Nicolás Hidalgo,Morelia,0.0,,29.74811208893446,0.022590532708032667,0.020260198412698383,0.03075797945110441,
2014.0,9.0,Septiembre,134,Cuernavaca 01,Cuernavaca,17.0,,,0.03422031249999996,0.011436111111111076,,0.485
2014.0,9.0,Septiembre,139,Santa Catarina,Monterrey,19.0,31.055541752933056,91.55293317793317,0.022337713675213637,0.01857934046345807,,0.8133755175983437
2014.0,9.0,Septiembre,140,San Bernabé,Monterrey,19.0,28.86927406832298,74.9053629177147,0.024822916666666615,0.010419150828460002,,0.9098596014492752
2014.0,9.0,Septiembre,141,Obispado,Monterrey,19.0,19.42572166008576,56.97777777777778,0.01859519104084317,0.015417478354978309,,1.0864643719806764
2014.0,9.0,Septiembre,142,San Nicolás,Monterrey,19.0,27.121584986015762,73.06597222222223,0.022315972222222192,0.0142171296296296,,1.097048611111111
2014.0,9.0,Septiembre,143,La Pastora,Monterrey,19.0,21.1201083516873,50.90873015873016,0.0233506944444444,,,1.1146122325741892
2014.0,9.0,Septiembre,145,García,Monterrey,19.0,,81.87321279796502,0.028821105072463733,,,
2014.0,9.0,Septiembre,146,Apodaca,Monterrey,19.0,20.481107660455486,63.670619235836625,0.0301666666666666,0.0219641577676074,,0.701133152173913
2014.0,9.0,Septiembre,147,Juárez,Monterrey,19.0,,51.706649831649834,0.0220416666666666,0.012854478854478815,,1.0755201863354038
2014.0,9.0,Septiembre,148,San Pedro,Monterrey,19.0,25.046753246753248,59.08486003456358,0.029241715399610065,0.010576527537892592,,1.032804347826087
2014.0,9.0,Septiembre,160,CEDART,Oaxaca,20.0,10.985393448159405,34.48343468610085,0.01987410318601027,0.015424353002070342,0.031122929606625226,0.7109990638651966
2014.0,9.0,Septiembre,161,Agua Santa,Puebla,21.0,16.508605072463766,40.83522727272727,0.0143708333333333,,,2.0419166666666664
2014.0,9.0,Septiembre,162,Las Ninfas,Puebla,21.0,,47.94791666666667,0.01675,,,
2014.0,9.0,Septiembre,163,Benemérito Instituto Normal del Estado,Puebla,0.0,16.04619565217391,42.773148148148145,0.007959918478260825,0.017432291666666624,,1.75390625
2014.0,9.0,Septiembre,234,Tecnológico,Minatitlán,30.0,16.588054457619673,34.81818181818182,0.029114583333333312,0.008984419191919155,0.024559469696969646,0.5324166666666666
2014.0,9.0,Septiembre,244,Camarones,Valle de México,9.0,19.959977389124987,40.33603437942683,0.02396103896103893,0.030262893129337855,,0.7625761988514225
2014.0,9.0,Septiembre,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,12.191666666666666,,0.028317457180500598,0.022883168642951198,,0.549766139657444
2014.0,9.0,Septiembre,251,Hospital General de México,Valle de México,9.0,18.59558629776021,35.88052261747914,0.02291808213716104,0.0307051878433457,,0.8446986310473154
2014.0,9.0,Septiembre,256,Merced,Valle de México,9.0,20.809927536231886,44.795403726708074,0.022208224637681122,0.03288452380952376,,1.0207898550724637
2014.0,9.0,Septiembre,258,Nezahualcóyotl,Valle de México,15.0,16.494618153585545,,0.027572009884574856,0.026095866350208927,,0.7771507263712641
2014.0,9.0,Septiembre,260,San Agustín,Valle de México,15.0,19.289866051822575,41.04268774703557,0.020404910518225693,0.022887961133069793,,0.6375000000000001
2014.0,9.0,Septiembre,262,Santa Fe,Valle de México,9.0,14.081509761648102,28.457842256557672,0.030985470210740607,0.021903622672458444,,0.5001941612925594
2014.0,9.0,Septiembre,266,Tlalnepantla,Valle de México,15.0,19.715085638998683,44.1294466403162,0.024888251074821382,0.02932792849443041,,0.8544219367588933
2014.0,9.0,Septiembre,268,UAM Iztapalapa,Valle de México,9.0,19.153708546729142,37.671313700918965,0.02440447957839258,0.027490193436339648,,0.8108057476943347
2014.0,9.0,Septiembre,269,UAM Xochimilco,Valle de México,9.0,16.012790953008345,,0.028739685744184354,0.026229563578367365,,0.6973852388712228
2014.0,9.0,Septiembre,271,Xalostoc,Valle de México,15.0,30.49285714285714,61.6345238095238,0.024856077828584164,0.027743297101449238,,1.0557773228435805
2014.0,9.0,Septiembre,388,Palacio Municipal,Morelia,0.0,,,0.01643888888888885,0.0171583333333333,,0.5947023809523809
2014.0,10.0,Octubre,53,SUR,Chihuahua,8.0,24.312224812224812,59.40432098765432,0.027550469759708835,0.016305375381806275,,1.6996527777777777
2014.0,10.0,Octubre,56,CONALEP,Torreón,5.0,18.102128623188406,67.15793807641634,0.01845833333333329,0.015628645833333298,,2.559513888888889
2014.0,10.0,Octubre,59,IPN,Durango,10.0,14.316666666666665,103.95462962962964,0.026741666666666632,0.01156349206349203,,2.038194444444444
2014.0,10.0,Octubre,60,SRNyMA,Durango,10.0,12.517623716153127,49.39901377217554,0.029398488562091468,0.0044994959521687,,1.5628340919701211
2014.0,10.0,Octubre,68,Policía,Celaya,0.0,11.522016476766305,73.16153381642512,0.02499999999999995,,,0.33686726904547265
2014.0,10.0,Octubre,70,San Juanico,Celaya,0.0,17.216269841269842,76.11601104209801,0.028604347826086916,0.0033885699934123417,,0.48089687767948636
2014.0,10.0,Octubre,72,Bomberos,Irapuato,0.0,21.3903158595454,41.43249066754501,0.02160984848484846,0.007728306778564967,,0.5004948397013614
2014.0,10.0,Octubre,73,Teódula,Irapuato,0.0,20.573403617740002,51.083333333333336,0.02276790633608812,0.014835725166099463,,1.019097222222222
2014.0,10.0,Octubre,74,CICEG - Bomberos,León,0.0,,67.29703282828282,0.014879329004328956,0.017386602477929693,,0.6237948069283882
2014.0,10.0,Octubre,75,Facultad de Medicina,León,0.0,,65.90751262626263,0.023003472222222182,0.01105722155561826,,0.535881884057971
2014.0,10.0,Octubre,77,Cruz roja,Salamanca,0.0,24.630132850241548,45.637832125603865,0.012954861111111075,0.006828194444444391,,0.3392212301587301
2014.0,10.0,Octubre,78,DIF,Salamanca,0.0,21.93853942745533,52.77430555555555,0.02115972222222218,0.006894400236127473,,0.3443261777632487
2014.0,10.0,Octubre,82,Centro de Salud,Atitalaquia,13.0,31.155156707395523,187.36082956994804,0.012690591893717518,,,
2014.0,10.0,Octubre,85,Hospital,Huichapan,13.0,10.038819875776397,25.860119047619044,0.024413492063492,0.0068634920634919995,0.023944841269841265,0.24754365079365073
2014.0,10.0,Octubre,93,Museo del Rehilete,Pachuca,13.0,,,0.027255275280275236,0.013777292725390538,,
2014.0,10.0,Octubre,102,Centro,Guadalajara,0.0,,40.64393939393939,0.021472222222222184,0.019749999999999993,,0.41506944444444444
2014.0,10.0,Octubre,103,Las Águilas,Guadalajara,0.0,,33.66319444444444,0.022191964285714252,0.020675694444444403,,0.8022708333333334
2014.0,10.0,Octubre,106,Miravalle,Guadalajara,0.0,,75.19868421052631,0.01957196969696966,0.021650793650793615,,0.9835019841269842
2014.0,10.0,Octubre,109,Tlaquepaque,Guadalajara,0.0,,59.302083333333336,0.0185833333333333,0.023472222222222183,,0.9505208333333334
2014.0,10.0,Octubre,123,Ceboruco,Toluca,0.0,31.35626623837941,56.578982762406675,0.02826388888888885,0.02533034145805882,,1.165895229468599
2014.0,10.0,Octubre,125,Metepec,Toluca,0.0,29.882095410628022,56.088013285024154,0.021877566425120728,0.02495181159420286,,0.9315534420289855
2014.0,10.0,Octubre,126,Oxtotitlán,Toluca,0.0,27.110493522178302,53.37952898550725,0.028274305555555518,0.023805555555555535,0.049741666666666615,1.0296622474747474
2014.0,10.0,Octubre,128,San Mateo Atenco,Toluca,0.0,29.745169082125603,59.4568511198946,0.020280303030302992,0.029864312770562743,0.07131434474616288,0.8321656746031746
2014.0,10.0,Octubre,129,Universidad Michoacana de San Nicolás Hidalgo,Morelia,0.0,,33.47465423465423,0.022708796833970948,0.02116581851748962,0.03205542374292371,
2014.0,10.0,Octubre,134,Cuernavaca 01,Cuernavaca,17.0,,,0.03244523809523804,0.011900347222222175,,0.473125
2014.0,10.0,Octubre,139,Santa Catarina,Monterrey,19.0,28.706928561522382,95.19814648460893,0.02747568840579706,0.014611058410188813,,0.8971611769872639
2014.0,10.0,Octubre,140,San Bernabé,Monterrey,19.0,26.28409090909091,79.89436026936026,0.024357638888888856,0.010474529893415718,,0.9174305555555556
2014.0,10.0,Octubre,141,Obispado,Monterrey,19.0,21.839293124347474,64.45256916996047,0.01810199275362314,0.01726223649538863,,1.1771875
2014.0,10.0,Octubre,142,San Nicolás,Monterrey,19.0,26.46087819185645,78.13415404040404,0.02158393719806759,0.014847558922558889,,1.1516517857142856
2014.0,10.0,Octubre,143,La Pastora,Monterrey,19.0,20.875334070826398,54.24129885814668,0.022874396135265675,,,1.1401736111111112
2014.0,10.0,Octubre,145,García,Monterrey,19.0,,78.17339801173793,0.027243055555555517,,,
2014.0,10.0,Octubre,146,Apodaca,Monterrey,19.0,23.969295438860655,72.19837705114385,0.0260744047619047,0.022216241085806256,,0.8320435723696592
2014.0,10.0,Octubre,147,Juárez,Monterrey,19.0,,48.988095238095234,0.0152916666666666,0.012307672219085214,,1.0563063909774435
2014.0,10.0,Octubre,148,San Pedro,Monterrey,19.0,24.84372474747475,63.072222222222216,0.030655555555555502,0.011413039215686234,,1.1376322463768116
2014.0,10.0,Octubre,160,CEDART,Oaxaca,20.0,23.96486659411613,31.965348794881525,0.01928531646219388,0.01457740683229807,0.02961614906832293,0.723267692452475
2014.0,10.0,Octubre,161,Agua Santa,Puebla,21.0,20.408967391304348,43.62617079889807,0.01270833333333329,,,2.112858333333333
2014.0,10.0,Octubre,162,Las Ninfas,Puebla,21.0,,49.799107142857146,,,,
2014.0,10.0,Octubre,163,Benemérito Instituto Normal del Estado,Puebla,0.0,18.739583333333332,46.9537037037037,0.008821323134728899,0.017624999999999964,,2.006404320987654
2014.0,10.0,Octubre,234,Tecnológico,Minatitlán,30.0,19.306360708534623,41.041666666666664,0.02709214594928877,0.0081494318181818,0.02105967171717167,0.538125
2014.0,10.0,Octubre,244,Camarones,Valle de México,9.0,25.185733384262793,46.25385154061624,0.021878449675324624,0.03608156565656561,,0.9162472943722944
2014.0,10.0,Octubre,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,18.543840579710142,,0.024794696969696918,0.027132575757575723,,0.7784848484848486
2014.0,10.0,Octubre,251,Hospital General de México,Valle de México,9.0,23.356347289318304,42.98507641890555,0.020535052910052854,0.0341360960144927,,0.977244494635799
2014.0,10.0,Octubre,256,Merced,Valle de México,9.0,26.732357203751064,53.67975344371158,0.02121962450592881,0.037702639751552754,,1.1548712121212121
2014.0,10.0,Octubre,258,Nezahualcóyotl,Valle de México,15.0,17.65572848045674,,0.026696849922146337,0.027854826004035473,,0.760526460254721
2014.0,10.0,Octubre,260,San Agustín,Valle de México,15.0,21.252929032891846,43.00485836627141,0.021912840814156568,0.025403444588084134,,0.7208333333333333
2014.0,10.0,Octubre,262,Santa Fe,Valle de México,9.0,18.652877590130554,36.41671158222542,0.028036755898910002,0.025173815993788793,,0.5706801712779974
2014.0,10.0,Octubre,266,Tlalnepantla,Valle de México,15.0,24.978814828123124,52.987483530961796,0.021850348110258547,0.032672623100150615,,1.0076562969512055
2014.0,10.0,Octubre,268,UAM Iztapalapa,Valle de México,9.0,23.75123517786561,45.18836462450593,0.026864322573561677,0.028832990228370617,,0.8704911433172303
2014.0,10.0,Octubre,269,UAM Xochimilco,Valle de México,9.0,18.37548034694774,,0.027257742023942325,0.025902850877192928,,0.7471749098536856
2014.0,10.0,Octubre,271,Xalostoc,Valle de México,15.0,32.13690476190475,63.36309523809524,0.02022115751334855,0.03030612947658399,,1.1205226608187135
2014.0,10.0,Octubre,388,Palacio Municipal,Morelia,0.0,,,0.01960064593301434,0.0195986495388669,,0.5121275252525251
2014.0,11.0,Noviembre,53,SUR,Chihuahua,8.0,26.729166666666664,61.442499999999995,0.02742304253717294,0.015708328756082208,,1.5924728260869567
2014.0,11.0,Noviembre,56,CONALEP,Torreón,5.0,16.613956921701487,67.75082760376878,0.019676731078904965,0.016940029761904736,,2.5904761904761906
2014.0,11.0,Noviembre,59,IPN,Durango,10.0,10.047435897435895,81.26851851851853,0.02830555555555551,0.0091083333333333,,1.7504273504273506
2014.0,11.0,Noviembre,60,SRNyMA,Durango,10.0,12.423887163561076,45.62605676328502,0.028372433574879185,0.0054104121256423506,,1.6602272727272727
2014.0,11.0,Noviembre,68,Policía,Celaya,0.0,11.995545157910627,70.70138888888889,0.024597222222222173,,,0.2788018794309555
2014.0,11.0,Noviembre,70,San Juanico,Celaya,0.0,19.42391304347826,71.15695777652299,0.02856956521739127,0.0036695752676321417,,0.44450478864661463
2014.0,11.0,Noviembre,72,Bomberos,Irapuato,0.0,20.586987891335717,38.70486111111111,0.015021409749670573,0.007589612224104508,,0.5444257351630063
2014.0,11.0,Noviembre,73,Teódula,Irapuato,0.0,19.509864561766737,44.07859848484849,0.02149621212121209,0.014685666996047382,,0.9658333333333333
2014.0,11.0,Noviembre,74,CICEG - Bomberos,León,0.0,,61.572916666666664,0.01589999999999995,0.014842158877025446,,0.4771345049877659
2014.0,11.0,Noviembre,75,Facultad de Medicina,León,0.0,,67.21180555555556,0.019809027777777734,0.00991011765406594,,0.5332186711838885
2014.0,11.0,Noviembre,77,Cruz roja,Salamanca,0.0,29.194230346947734,43.10673309178744,0.012493055555555507,0.007079930555555524,,0.3117361111111111
2014.0,11.0,Noviembre,78,DIF,Salamanca,0.0,23.732744107744107,54.04861111111111,0.019440972222222182,0.007313558942046036,,0.3193917435221783
2014.0,11.0,Noviembre,82,Centro de Salud,Atitalaquia,13.0,34.91895236973975,92.50796982305661,0.013442788272333682,,,
2014.0,11.0,Noviembre,85,Hospital,Huichapan,13.0,14.50532945736434,34.58963178294574,0.02372703488372087,0.0081730943152454,0.027059302325581333,0.26161757105943145
2014.0,11.0,Noviembre,93,Museo del Rehilete,Pachuca,13.0,,,0.0283986841085508,0.012109267402283666,,
